id,nombre,promedio,estado
4900,María Olivares Domínguez,4.64,Suspenso
4901,Elena Figueroa Cordero,4.77,Suspenso
4902,Nerea Morales Domínguez,3.62,Suspenso
4903,Santiago Pastor Santos,7.57,Aprobado
4904,Juan Ortiz Bermúdez,1.88,Suspenso
4905,Sara Estévez Ruiz,3.9,Suspenso
4906,Lourdes Nieto Díaz,4.28,Suspenso
4907,Óliver Peña Vargas,3.92,Suspenso
4908,Candela Calvo Santos,6.08,Aprobado
4909,Juan Miranda López,4.95,Suspenso
4910,Lourdes Medina Téllez,2.67,Suspenso
4911,Lucas Ruiz Vallejo,5.12,Aprobado
4912,Rosa Pérez Carrasco,2.87,Suspenso
4913,Álvaro Caballero Miranda,4.5,Suspenso
4914,Enrique Romero Arias,4.33,Suspenso
4915,Noemí Téllez Rivas,2.83,Suspenso
4916,Sergio Alonso Rey,2.6,Suspenso
4917,Nuria Blanco Herrera,4.83,Suspenso
4918,Alberto Peña Torres,6.44,Aprobado
4919,Mateo Cruz Téllez,4.94,Suspenso
4920,Tomás Vargas Romero,6.22,Aprobado
4921,Luis Aguilar Romero,1.4,Suspenso
4922,Sara Rubio Hernández,2.83,Suspenso
4923,Nicolás Segura Mesa,3.38,Suspenso
4924,Noelia Moreno Bermúdez,5.2,Aprobado
4925,Marcos Navalón Nieto,6.8,Aprobado
4926,Candela Correa Domínguez,4.06,Suspenso
4927,Celeste Pascual Luna,5.33,Aprobado
4928,Felipe Prado Palma,5.52,Aprobado
4929,Lidia Pascual Quintero,5.47,Aprobado
4930,Kevin Vela Pozo,4.33,Suspenso
4931,Francisco Palacios Rico,4.72,Suspenso
4932,Alba Herrero Peña,4.55,Suspenso
4933,Teresa Santos Valverde,3.14,Suspenso
4934,Julia Alcaraz Moreno,6.12,Aprobado
4935,Olga Cordero Gallardo,7.38,Aprobado
4936,Rafael Prado Montoya,4.43,Suspenso
4937,Ismael Esteban Arroyo,4.58,Suspenso
4938,Silvia Rey Quintero,8.5,Aprobado
4939,Alba Ramos Ramírez,7.57,Aprobado
4940,Olga Sánchez Aguilar,7.58,Aprobado
4941,Nicolás Pardo Marín,7.7,Aprobado
4942,Rafael Gómez Reina,4.96,Suspenso
4943,Tomás Navalón Santos,5.87,Aprobado
4944,Noemí Segura Palma,4.96,Suspenso
4945,Rubén Téllez Luna,4.7,Suspenso
4946,David Nieto Fuentes,7.18,Aprobado
4947,Adrián Pérez de León Román,4.33,Suspenso
4948,Sara Del Valle Fuentes,5.22,Aprobado
4949,Óliver Villar Marín,4.05,Suspenso
4950,Daniela Santos López,2.9,Suspenso
4951,Raquel Sánchez Gallardo,3.37,Suspenso
4952,María Moreno Navalón,4.82,Suspenso
4953,Alba Cordero Aguilar,5.97,Aprobado
4954,Santiago Montes Pardo,6.93,Aprobado
4955,Carmen Flores Cuenca,6.6,Aprobado
4956,Eva Mora Nieto,4.58,Suspenso
4957,Luis Méndez Peralta,5.25,Aprobado
4958,David Pastor Zamora,4.7,Suspenso
4959,Elisa Pascual Suárez,4.73,Suspenso
4960,Lorena Camacho Reina,5.83,Aprobado
4961,Joaquín Ruiz Vargas,3.33,Suspenso
4962,Hugo Herrera López,4.4,Suspenso
4963,Javier Téllez Marín,4.58,Suspenso
4964,Iván Pacheco Fuentes,7.52,Aprobado
4965,Mateo Camacho Téllez,6.14,Aprobado
4966,Olga Segura Marín,7.67,Aprobado
4967,Daniel Vela Hernández,4.93,Suspenso
4968,Beatriz Soler Figueroa,5.22,Aprobado
4969,Sofía Pérez de León Correa,4.15,Suspenso
4970,Valeria Vega Montes,4.0,Suspenso
4971,Álvaro Santos Benítez,4.93,Suspenso
4972,Carlos Molina Pinto,5.07,Aprobado
4973,Raúl Pardo Gutiérrez,4.85,Suspenso
4974,Nuria Pacheco Pascual,2.57,Suspenso
4975,Óscar Correa Pascual,6.27,Aprobado
4976,Santiago Vela Rey,4.75,Suspenso
4977,Alba Rivas Ferrer,6.68,Aprobado
4978,Manuel Gil Cuadrado,5.12,Aprobado
4979,Lucas Suárez Figueroa,5.47,Aprobado
4980,Ignacio Vargas Pozo,3.17,Suspenso
4981,Francisco Cordero Durán,4.7,Suspenso
4982,Kevin Figueroa Suárez,2.2,Suspenso
4983,Adrián Cano Pérez de León,2.0,Suspenso
4984,Óliver Luna Cordero,6.57,Aprobado
4985,Patricia Bermúdez Cano,4.58,Suspenso
4986,Gabriela Cebrián Vicente,7.48,Aprobado
4987,Patricia Marín Sierra,6.4,Aprobado
4988,Víctor Rivas Cruz,6.22,Aprobado
4989,Felipe Rivas Domínguez,6.3,Aprobado
4990,Noemí Quintero López,2.67,Suspenso
4991,Ágata Ramos Miranda,7.26,Aprobado
4992,Natalia Vallejo Soler,5.67,Aprobado
4993,Marcos Palacios Gutiérrez,6.95,Aprobado
4994,Pilar Alemán Luna,6.05,Aprobado
4995,Daniel Marín Pérez,3.94,Suspenso
4996,Natalia Aranda Ruiz,1.43,Suspenso
4997,Ernesto Fuentes Téllez,5.23,Aprobado
4998,Marta Santos López,6.33,Aprobado
4999,Manuel Valverde Zamora,6.08,Aprobado
5000,Patricia Martín Gutiérrez,4.3,Suspenso
5001,Camila Alcaraz Téllez,2.25,Suspenso
5002,Álvaro Bravo Miranda,5.92,Aprobado
5003,Tomás Reyes Blanco,5.13,Aprobado
5004,Guillermo Pacheco Méndez,6.4,Aprobado
5005,Samuel Vela Ruiz,5.42,Aprobado
5006,Eva Marín Olivares,3.47,Suspenso
5007,Nuria Calderón Pastor,7.18,Aprobado
5008,Álvaro Rosales Méndez,2.02,Suspenso
5009,Mireia Calderón Valverde,4.64,Suspenso
5010,Irene Carrasco Sierra,3.45,Suspenso
5011,Adrián Villar Pinto,4.85,Suspenso
5012,Guillermo Lara Del Valle,5.9,Aprobado
5013,Ricardo López Sierra,6.12,Aprobado
5014,Candela Díaz Carrasco,6.43,Aprobado
5015,Santiago Bermúdez Martín,6.87,Aprobado
5016,Diego Camacho Herrero,3.82,Suspenso
5017,Raúl Sánchez Alcaraz,6.8,Aprobado
5018,Irene Román Gutiérrez,4.73,Suspenso
5019,Rita Garrido Arroyo,6.24,Aprobado
5020,Emilio Molina Luna,6.3,Aprobado
5021,Teresa Ruiz Vargas,3.86,Suspenso
5022,Silvia Lara Bravo,4.47,Suspenso
5023,Adrián Serrano Bravo,5.88,Aprobado
5024,Victoria Herrero Campos,5.6,Aprobado
5025,Mónica Esteban Vargas,5.17,Aprobado
5026,Nuria Sierra Jiménez,5.5,Aprobado
5027,Óscar Rubio Navalón,2.43,Suspenso
5028,Mateo Morales Cuadrado,4.15,Suspenso
5029,Candela Esteban Moreno,4.4,Suspenso
5030,Blanca Reyes Pastor,6.08,Aprobado
5031,Patricia Carrasco Ramírez,2.97,Suspenso
5032,Rita Martín Medina,6.28,Aprobado
5033,Rosa Bermúdez Castaño,3.65,Suspenso
5034,Alicia Vallejo Navarro,4.42,Suspenso
5035,María Peralta Arroyo,5.42,Aprobado
5036,Mireia Flores Carrillo,2.45,Suspenso
5037,Clara Campos Durán,1.33,Suspenso
5038,Noemí Cuenca Fuentes,5.23,Aprobado
5039,Fernando Rosales Ramírez,6.76,Aprobado
5040,Joaquín Herrero Cordero,5.73,Aprobado
5041,Andrea Mesa Flores,5.65,Aprobado
5042,Kevin Jiménez Gómez,3.3,Suspenso
5043,Silvia Jiménez Ruiz,3.42,Suspenso
5044,Diego Delgado Ramos,6.22,Aprobado
5045,Eva Flores Montes,4.3,Suspenso
5046,Benjamín Mora Ferrer,5.48,Aprobado
5047,Rita Romero Álvarez,5.33,Aprobado
5048,Enrique Reyes Iglesias,4.9,Suspenso
5049,Manuel Moreno Aguilar,2.9,Suspenso
5050,Joaquín Navarro Pascual,5.02,Aprobado
5051,Sergio Jiménez Rey,7.1,Aprobado
5052,Ángel Martín Figueroa,4.22,Suspenso
5053,Mireia Santos Rubio,4.35,Suspenso
5054,Álvaro Serrano Bravo,2.98,Suspenso
5055,Guillermo Palma Montes,3.92,Suspenso
5056,Beatriz Pinto Salas,6.08,Aprobado
5057,Isabel Castaño Campos,3.3,Suspenso
5058,Nerea Ramos Mesa,6.6,Aprobado
5059,Benjamín Del Valle Marín,5.57,Aprobado
5060,Yolanda Cordero Pacheco,8.38,Aprobado
5061,Raquel Aguilar Del Valle,4.42,Suspenso
5062,Sara Navarro Romero,5.73,Aprobado
5063,Guillermo Calvo Cebrián,5.35,Aprobado
5064,Ricardo Alcaraz Lara,6.4,Aprobado
5065,Óliver Rico Mora,4.46,Suspenso
5066,Sergio Bermúdez Méndez,5.28,Aprobado
5067,Adrián Castaño Ruiz,7.17,Aprobado
5068,Olga Pastor Carrillo,3.46,Suspenso
5069,Samuel Segura Aranda,4.97,Suspenso
5070,Luis Suárez Cebrián,5.76,Aprobado
5071,Carlos Valverde Peralta,5.4,Aprobado
5072,Guillermo Méndez Esteban,3.54,Suspenso
5073,Mario Rosales Bueno,6.45,Aprobado
5074,Adrián Bravo Vallejo,4.93,Suspenso
5075,Guillermo Campos Cruz,5.86,Aprobado
5076,Fernando Santos Herrera,5.15,Aprobado
5077,Beatriz Benítez Figueroa,3.38,Suspenso
5078,Héctor Villalba Alcaraz,4.07,Suspenso
5079,Olga León Lara,5.42,Aprobado
5080,Mario Martín Pinto,4.57,Suspenso
5081,Álex Romero Durán,3.03,Suspenso
5082,Álex Correa Herrero,3.7,Suspenso
5083,Camila Osorio Castaño,4.32,Suspenso
5084,Javier Correa Hernández,6.18,Aprobado
5085,Ismael Arroyo Olivares,5.43,Aprobado
5086,Camila Carrasco Peralta,5.33,Aprobado
5087,Felipe Vega Cuadrado,4.1,Suspenso
5088,Rosa Bravo Méndez,5.85,Aprobado
5089,Ángel Rey Sánchez,6.28,Aprobado
5090,Isabel Carrillo Pastor,4.02,Suspenso
5091,Álvaro Navalón Durán,1.73,Suspenso
5092,Natalia Valverde Rey,4.34,Suspenso
5093,Hugo Segura Campos,3.82,Suspenso
5094,Lucas Iglesias Cebrián,5.07,Aprobado
5095,Javier Quintero Delgado,6.08,Aprobado
5096,Felipe Fuentes Rey,3.34,Suspenso
5097,Álex Castaño Del Valle,4.3,Suspenso
5098,David Miranda Moreno,6.53,Aprobado
5099,Nerea Arias Rico,5.03,Aprobado
5100,Sergio Peña Gallardo,3.07,Suspenso
5101,Fabio Mesa López,6.14,Aprobado
5102,Sofía Jiménez Montes,5.56,Aprobado
5103,Isabel Campos Moreno,7.12,Aprobado
5104,Irene Soto Calvo,7.43,Aprobado
5105,Clara Pérez de León Navarro,6.77,Aprobado
5106,Olga Caballero Palacios,7.97,Aprobado
5107,Mireia Romero Conde,4.8,Suspenso
5108,Enrique Serrano Villalba,4.38,Suspenso
5109,Valeria Lara Valverde,5.4,Aprobado
5110,Rafael Méndez Campos,4.07,Suspenso
5111,Valeria Salas Sánchez,5.55,Aprobado
5112,Valeria Rubio Carrasco,6.6,Aprobado
5113,Patricia Herrero Prado,4.78,Suspenso
5114,Alba León Rey,4.73,Suspenso
5115,Noelia Campos Camacho,4.1,Suspenso
5116,Óliver Soto Lara,4.82,Suspenso
5117,Yolanda Pizarro Herrero,4.46,Suspenso
5118,Joaquín Cuenca Pascual,3.97,Suspenso
5119,Silvia Bravo Camacho,7.0,Aprobado
5120,David Rivas López,7.1,Aprobado
5121,Lucía Palacios Vargas,6.15,Aprobado
5122,Andrés Montoya Medina,6.37,Aprobado
5123,Marta López Reyes,2.4,Suspenso
5124,Lidia Mesa Espinosa,5.78,Aprobado
5125,Héctor Valverde Ramírez,5.36,Aprobado
5126,Gabriela Montoya Pardo,6.53,Aprobado
5127,Ricardo Montes Soto,4.63,Suspenso
5128,Marta Cordero Jiménez,4.3,Suspenso
5129,Pablo Campos Cano,6.7,Aprobado
5130,Samuel Pardo Calderón,4.96,Suspenso
5131,Fernando Rey Segura,5.65,Aprobado
5132,Óscar Bravo Gil,6.84,Aprobado
5133,Noemí Cordero Moreno,4.0,Suspenso
5134,Nicolás Pizarro Gómez,5.17,Aprobado
5135,Sofía Pizarro Carrasco,4.8,Suspenso
5136,Silvia Villalba Soto,2.0,Suspenso
5137,Raquel Alemán Romero,8.27,Aprobado
5138,Pablo Olivares Carrillo,3.77,Suspenso
5139,Raquel Carrasco Ramos,4.22,Suspenso
5140,Verónica Conde Bravo,2.9,Suspenso
5141,Mónica Pozo Estévez,4.44,Suspenso
5142,Manuel Vargas Ramírez,3.8,Suspenso
5143,Elena Palma Prado,5.97,Aprobado
5144,Alejandro Campos Carrillo,5.14,Aprobado
5145,Mario Álvarez Pastor,3.7,Suspenso
5146,Judit Pacheco Arroyo,3.7,Suspenso
5147,Mireia Torres Montoya,5.96,Aprobado
5148,Nuria Benítez Villar,5.7,Aprobado
5149,Julia Montes Herrero,6.6,Aprobado
5150,Marta Nieto Arroyo,5.6,Aprobado
5151,Iván Vallejo Carrillo,7.35,Aprobado
5152,Álvaro Jiménez Santos,5.17,Aprobado
5153,Clara Villar Alonso,4.37,Suspenso
5154,Adela Cuadrado Domínguez,6.52,Aprobado
5155,Ágata Herrero Segura,5.15,Aprobado
5156,Victoria Carrasco Palma,5.5,Aprobado
5157,Nuria Valdés Cebrián,5.4,Aprobado
5158,Gabriela Blanco Olivares,3.78,Suspenso
5159,Elena Moreno Gallardo,6.43,Aprobado
5160,Eva Bueno Cordero,3.32,Suspenso
5161,Andrés Conde Pinto,4.3,Suspenso
5162,Alejandro Durán Benítez,7.04,Aprobado
5163,Judit Sierra Rosales,4.46,Suspenso
5164,Marta Segura Pizarro,4.8,Suspenso
5165,Natalia Cordero Medina,6.56,Aprobado
5166,Fernando Ramos Peralta,3.07,Suspenso
5167,Ernesto Alonso Calvo,4.43,Suspenso
5168,Paula Ramos Díaz,4.55,Suspenso
5169,Rubén Pastor Ramos,6.12,Aprobado
5170,Teresa Cruz Conde,5.7,Aprobado
5171,Ángel Alcaraz Carrillo,2.2,Suspenso
5172,Claudio Molina Vega,2.75,Suspenso
5173,Marcos Vicente Domínguez,4.68,Suspenso
5174,Laura Espinosa Cuadrado,4.88,Suspenso
5175,Camila Carrasco Osorio,4.98,Suspenso
5176,Isabel Alcaraz Torres,5.67,Aprobado
5177,Nerea Garrido Benítez,2.23,Suspenso
5178,Cristina Mesa Olivares,5.2,Aprobado
5179,Verónica Rivas Cordero,6.9,Aprobado
5180,Celeste Méndez Herrero,6.43,Aprobado
5181,César Domínguez Figueroa,5.3,Aprobado
5182,Yolanda Herrero Del Valle,4.73,Suspenso
5183,Silvia Campos Alemán,4.42,Suspenso
5184,Guillermo Vallejo Peralta,7.18,Aprobado
5185,Hugo Lara Téllez,4.95,Suspenso
5186,Beatriz Ramos Montoya,0.87,Suspenso
5187,Tomás Pardo Soto,5.1,Aprobado
5188,Laura Correa Gómez,5.6,Aprobado
5189,Diego Campos Ramos,2.87,Suspenso
5190,Clara Estévez Flores,7.36,Aprobado
5191,Ernesto Reyes Pozo,2.0,Suspenso
5192,Victoria Carrasco Serrano,7.38,Aprobado
5193,Nicolás Valverde Campos,5.28,Aprobado
5194,Silvia Vega Espinosa,7.57,Aprobado
5195,Esther Herrera Mora,4.77,Suspenso
5196,Javier Hernández Osorio,3.83,Suspenso
5197,Cristina Pastor Miranda,4.2,Suspenso
5198,Francisco Cordero Mora,3.02,Suspenso
5199,Adela Cano Montes,3.57,Suspenso
5200,Kevin Arias Ramos,5.88,Aprobado
5201,Samuel Soto Jiménez,5.3,Aprobado
5202,Judit Carrasco Montes,4.6,Suspenso
5203,Jorge Jiménez Mora,2.8,Suspenso
5204,Raúl Prado Benítez,5.28,Aprobado
5205,Adela Pérez Quintero,5.22,Aprobado
5206,Diego Cano Vargas,9.4,Aprobado
5207,Ernesto Sánchez Durán,3.72,Suspenso
5208,Andrés Soler Calderón,5.12,Aprobado
5209,Fabio Miranda Olivares,3.8,Suspenso
5210,Ricardo Hernández Reina,7.64,Aprobado
5211,Candela Del Valle Rey,4.87,Suspenso
5212,María Torres Miranda,3.35,Suspenso
5213,Noelia Pozo López,4.17,Suspenso
5214,Silvia Pastor Marín,3.9,Suspenso
5215,Óliver Santos Pinto,5.94,Aprobado
5216,Fabio Rivas Torres,5.8,Aprobado
5217,Blanca Gutiérrez Alonso,4.33,Suspenso
5218,Beatriz Esteban Conde,5.76,Aprobado
5219,Andrés Ramírez Valverde,6.44,Aprobado
5220,Nerea Mesa Vela,5.14,Aprobado
5221,Óliver Soto Soler,4.5,Suspenso
5222,Teresa Campos Serrano,7.2,Aprobado
5223,Marcos Villar Espinosa,4.78,Suspenso
5224,Hugo Álvarez Carrasco,7.1,Aprobado
5225,Javier Alcaraz Montoya,2.65,Suspenso
5226,Eva Vargas Rico,4.23,Suspenso
5227,Óliver Zamora Mora,7.05,Aprobado
5228,Celeste Miranda Molina,4.05,Suspenso
5229,Rita Vicente Castaño,5.54,Aprobado
5230,Mateo Gil Pérez,6.8,Aprobado
5231,Alberto Navalón Herrero,2.17,Suspenso
5232,Celeste Cruz Iglesias,4.82,Suspenso
5233,Paula Santos Martín,6.0,Aprobado
5234,Rafael Pizarro Rivas,4.47,Suspenso
5235,Clara Bueno Pascual,4.6,Suspenso
5236,Nicolás Moreno Peña,2.02,Suspenso
5237,Celeste Olivares Mora,8.12,Aprobado
5238,Ángel Molina Gallardo,6.28,Aprobado
5239,Manuel Calvo Cano,4.73,Suspenso
5240,Pilar Conde Rubio,4.75,Suspenso
5241,Ricardo Correa Alemán,5.6,Aprobado
5242,Alicia Montoya Pacheco,7.53,Aprobado
5243,Adela Jiménez Correa,6.15,Aprobado
5244,Blanca Figueroa Morales,4.88,Suspenso
5245,César Gil Valverde,7.28,Aprobado
5246,Víctor Espinosa Luna,7.18,Aprobado
5247,Diego Esteban Moreno,4.75,Suspenso
5248,Guillermo López Ramírez,4.8,Suspenso
5249,Gema Iglesias Cuenca,6.43,Aprobado
5250,Ricardo Lozano Fuentes,4.97,Suspenso
5251,Isabel Campos Mesa,5.7,Aprobado
5252,Nicolás Torres Salas,4.18,Suspenso
5253,Tomás Vicente Serrano,2.93,Suspenso
5254,Juan Álvarez Pastor,5.1,Aprobado
5255,Irene Segura Peña,5.18,Aprobado
5256,Silvia Durán Osorio,4.35,Suspenso
5257,María Ruiz Medina,4.13,Suspenso
5258,Sara Miranda Martín,5.35,Aprobado
5259,Nicolás Pascual Luna,6.3,Aprobado
5260,Victoria Sánchez Navalón,6.1,Aprobado
5261,Rocío Navarro Cordero,5.72,Aprobado
5262,Marcos Cruz Reina,3.45,Suspenso
5263,Óscar Pérez Navalón,5.48,Aprobado
5264,Paula Santos Hernández,5.57,Aprobado
5265,Julia Herrero Prado,5.53,Aprobado
5266,Pablo Delgado Soler,3.5,Suspenso
5267,Ernesto Villalba Vargas,5.73,Aprobado
5268,Elena Moreno Peña,3.68,Suspenso
5269,Celeste Miranda Palma,3.6,Suspenso
5270,Rocío Benítez Carrasco,3.1,Suspenso
5271,Luis Aranda Pinto,4.67,Suspenso
5272,Luis Vallejo Caballero,6.27,Aprobado
5273,Marta Molina Pozo,3.75,Suspenso
5274,Andrea Mesa Pozo,3.72,Suspenso
5275,Ana Cruz Santos,5.86,Aprobado
5276,Mateo Téllez Cruz,3.86,Suspenso
5277,David Díaz Domínguez,5.42,Aprobado
5278,Luis Medina Carrillo,7.05,Aprobado
5279,Lucía Peralta Gutiérrez,6.2,Aprobado
5280,Celeste Gutiérrez Martín,6.87,Aprobado
5281,Camila Domínguez Estévez,7.78,Aprobado
5282,Andrés Pastor Pizarro,6.55,Aprobado
5283,Tomás Arias Ramírez,3.7,Suspenso
5284,Iván Mora Ramírez,6.33,Aprobado
5285,Alejandro Cano Álvarez,4.43,Suspenso
5286,Álvaro Ramírez Rubio,4.58,Suspenso
5287,Nicolás Esteban Valverde,4.92,Suspenso
5288,Lorena Álvarez Mora,2.87,Suspenso
5289,Felipe Pérez Alemán,5.48,Aprobado
5290,Ignacio Montoya Reina,3.5,Suspenso
5291,Fernando Pardo Miranda,4.93,Suspenso
5292,Ricardo Valverde Molina,4.3,Suspenso
5293,Daniela Vargas Vallejo,2.43,Suspenso
5294,Noemí Aguilar Cano,4.38,Suspenso
5295,Andrea Luna Nieto,5.1,Aprobado
5296,Sofía Suárez Téllez,4.57,Suspenso
5297,Iván Luna Román,5.68,Aprobado
5298,Héctor Díaz Pastor,5.15,Aprobado
5299,Carmen Esteban Iglesias,5.8,Aprobado
5300,Nuria Ruiz Sierra,7.35,Aprobado
5301,Teresa Rivas Gil,4.6,Suspenso
5302,Álex Cuenca León,3.6,Suspenso
5303,Lucas Carrillo Valverde,5.67,Aprobado
5304,Esther Arroyo Soler,6.38,Aprobado
5305,Clara Mesa Cuadrado,3.97,Suspenso
5306,Patricia Durán Méndez,4.2,Suspenso
5307,Enrique Mesa Cruz,4.88,Suspenso
5308,Natalia Vallejo Navarro,6.53,Aprobado
5309,Diego Flores Figueroa,6.0,Aprobado
5310,Ángel Pinto Pizarro,2.37,Suspenso
5311,Judit Miranda Díaz,2.57,Suspenso
5312,Nuria Olivares Reyes,5.58,Aprobado
5313,Noelia Cano Ferrer,5.0,Aprobado
5314,Juan Martín Reyes,6.3,Aprobado
5315,Adrián Palacios Figueroa,4.85,Suspenso
5316,Candela Montes Gómez,5.67,Aprobado
5317,Valeria Calvo Marín,4.35,Suspenso
5318,Marta Peña Rey,6.62,Aprobado
5319,Victoria Camacho Rey,7.7,Aprobado
5320,Tomás Espinosa Peña,6.5,Aprobado
5321,Tomás Peralta Pardo,7.43,Aprobado
5322,Lucas Prado Serrano,5.87,Aprobado
5323,Alberto Román Santos,5.44,Aprobado
5324,Daniel López Campos,6.14,Aprobado
5325,Sofía Pizarro Palma,1.93,Suspenso
5326,Alberto Quintero Herrero,0.8,Suspenso
5327,Iván Cano Vargas,6.3,Aprobado
5328,Fernando Ramírez Arroyo,5.0,Aprobado
5329,Adela Téllez Pizarro,3.37,Suspenso
5330,Silvia Alonso Gil,5.33,Aprobado
5331,Celeste Jiménez Olivares,6.2,Aprobado
5332,Irene Ramírez Espinosa,7.57,Aprobado
5333,Fabio Bueno Díaz,6.7,Aprobado
5334,Carlos Estévez Pastor,5.57,Aprobado
5335,Jorge Vargas Peralta,2.7,Suspenso
5336,Luis Camacho Jiménez,4.37,Suspenso
5337,Adela Nieto Román,5.43,Aprobado
5338,Yolanda Pascual Santos,6.5,Aprobado
5339,Mónica Conde Cordero,6.83,Aprobado
5340,Enrique Conde López,6.33,Aprobado
5341,Gema Arias Vicente,4.5,Suspenso
5342,Adrián Domínguez Téllez,3.42,Suspenso
5343,Mario Espinosa Cuenca,5.78,Aprobado
5344,Santiago Bravo Calvo,5.87,Aprobado
5345,Patricia Cruz Vela,3.73,Suspenso
5346,Patricia Torres Cruz,6.85,Aprobado
5347,Álex Figueroa Vega,5.74,Aprobado
5348,Clara Navalón Flores,6.0,Aprobado
5349,Lidia Camacho Pozo,5.88,Aprobado
5350,Silvia Castaño Díaz,4.93,Suspenso
5351,Carlos Peralta Montes,6.53,Aprobado
5352,Beatriz Martín Navalón,4.03,Suspenso
5353,Iván Quintero Segura,1.93,Suspenso
5354,Judit Téllez Bravo,5.12,Aprobado
5355,Ismael Garrido Herrero,4.45,Suspenso
5356,Iván Flores Villalba,4.26,Suspenso
5357,Claudio Reyes Campos,4.2,Suspenso
5358,Lidia Iglesias Calvo,5.75,Aprobado
5359,Lorena Bermúdez Garrido,4.43,Suspenso
5360,Ángel Santos Palma,5.57,Aprobado
5361,Noelia Ruiz Peña,4.63,Suspenso
5362,Julia López Pastor,5.67,Aprobado
5363,Andrés Miranda Herrero,6.3,Aprobado
5364,Sara Palacios Cordero,2.37,Suspenso
5365,Alicia Herrero Pizarro,3.87,Suspenso
5366,Manuel Montoya Conde,5.86,Aprobado
5367,Alberto Villar Torres,4.78,Suspenso
5368,Lidia Vega Soler,7.33,Aprobado
5369,Mónica Reina Carrasco,1.3,Suspenso
5370,Emilio Alonso Segura,6.36,Aprobado
5371,Raquel Calderón Gutiérrez,6.92,Aprobado
5372,Lorena Nieto Peralta,6.88,Aprobado
5373,Paula Ferrer Alcaraz,3.94,Suspenso
5374,Rita Ruiz Garrido,4.67,Suspenso
5375,Teresa Mesa Prado,8.0,Aprobado
5376,Guillermo Carrasco Rosales,5.1,Aprobado
5377,Felipe Olivares Pastor,4.27,Suspenso
5378,Tomás Valdés Pérez,6.0,Aprobado
5379,Pilar Calderón Benítez,8.22,Aprobado
5380,Rosa Alemán Correa,5.13,Aprobado
5381,Natalia Cuadrado Luna,6.9,Aprobado
5382,Esther Peralta Torres,4.9,Suspenso
5383,Carlos Peña Garrido,5.55,Aprobado
5384,Olga Medina Cordero,7.47,Aprobado
5385,Samuel Gallardo Méndez,6.75,Aprobado
5386,Lorena Reyes Luna,4.4,Suspenso
5387,Rubén Nieto López,2.93,Suspenso
5388,Patricia Fuentes Ortiz,6.47,Aprobado
5389,Noemí Jiménez Rosales,2.1,Suspenso
5390,Ángel Navarro Morales,6.1,Aprobado
5391,Lucas Alemán Espinosa,3.32,Suspenso
5392,Andrea Palma Ramírez,7.07,Aprobado
5393,Samuel Pardo Díaz,4.37,Suspenso
5394,Rita Correa Palma,3.93,Suspenso
5395,Juan Olivares Hernández,7.13,Aprobado
5396,Ana Lozano Gallardo,4.92,Suspenso
5397,Rubén Cano Montoya,4.67,Suspenso
5398,Beatriz Gómez Camacho,4.22,Suspenso
5399,Marcos Calderón Domínguez,6.32,Aprobado
5400,Óscar Rosales Fuentes,5.3,Aprobado
5401,Sara Vega Bravo,5.53,Aprobado
5402,Gema Zamora Arroyo,5.23,Aprobado
5403,Fernando Calderón Herrera,2.53,Suspenso
5404,Víctor Villalba Delgado,5.42,Aprobado
5405,Camila Villalba Valverde,3.62,Suspenso
5406,Álvaro Herrera Zamora,4.83,Suspenso
5407,Lucas Reyes Cordero,6.33,Aprobado
5408,Fabio Mesa Soto,3.3,Suspenso
5409,Cristina Gómez Torres,2.43,Suspenso
5410,Sara Bravo Nieto,3.82,Suspenso
5411,Diego Conde Pardo,3.8,Suspenso
5412,Hugo Montes Zamora,4.72,Suspenso
5413,Raúl Iglesias Pinto,4.93,Suspenso
5414,Mónica Vega Pérez de León,7.03,Aprobado
5415,Felipe Cordero Sánchez,4.9,Suspenso
5416,Rosa Hernández Benítez,5.87,Aprobado
5417,Sara Rivas Pacheco,4.25,Suspenso
5418,Tomás Álvarez Méndez,5.13,Aprobado
5419,Rafael Osorio Quintero,4.03,Suspenso
5420,Gabriela Vicente Reyes,4.92,Suspenso
5421,Lucía Blanco Benítez,6.45,Aprobado
5422,Esther Martín Valverde,5.87,Aprobado
5423,Lorena Flores Suárez,5.68,Aprobado
5424,Ricardo Montes Santos,4.1,Suspenso
5425,Ágata Vargas Navarro,3.87,Suspenso
5426,Héctor Cordero Prado,6.4,Aprobado
5427,Óscar Iglesias Ortiz,3.08,Suspenso
5428,Gabriela Calvo Sánchez,5.48,Aprobado
5429,Elisa Sierra Lara,4.77,Suspenso
5430,Laura Molina Jiménez,4.0,Suspenso
5431,Santiago Olivares Segura,2.68,Suspenso
5432,Rita Cuadrado Ramírez,7.62,Aprobado
5433,Daniela Palacios Gallardo,4.33,Suspenso
5434,Héctor Camacho Vicente,3.5,Suspenso
5435,Judit Estévez Serrano,5.17,Aprobado
5436,Raúl Navalón Pacheco,5.53,Aprobado
5437,Claudio Pérez Castaño,6.33,Aprobado
5438,Elena Sánchez Valverde,7.43,Aprobado
5439,Noelia Herrero Alemán,7.43,Aprobado
5440,Ernesto Soto Gallardo,2.58,Suspenso
5441,Manuel Luna Cruz,6.07,Aprobado
5442,Fabio Reyes Román,4.32,Suspenso
5443,Carlos Castaño Vargas,3.35,Suspenso
5444,Lourdes Alemán Quintero,3.92,Suspenso
